WRITERID	NAME	TITLES
nm4817543	Maël Piriou	Two Is a Family
nm0900558	Galina Vladychina	Vasilisa the Beautiful
nm1886811	Seizo Tashima	Village of Dreams
nm9412416	Sam Sykes	You Might Be the Killer
nm4818272	Yayoi Ogawa	You're My Pet
nm0451694	Aleksandr Khmelik	
nm0563679	Carlo Mazzotta	
nm0015570	Orhan Aksoy	
nm0888294	Peter van Wijk	Tulipani: Liefde, eer en een fiets
nm1340137	Hovhannes Tumanyan	
nm2157069	Kentarô Ushio	
nm7475893	Diche Enunwa	
nm0284972	Theodor Fontane	
nm1594404	Shannon Lucio	
nm0996730	Salvatore De Mola	
nm0244355	Gerald Durrell	
nm0334671	Steve Granat	
nm0237424	Arthur Dreifuss	
nm2768373	Ben Carland	
nm0840651	Norifumi Suzuki	
nm0206898	José de Alencar	
nm0744185	Franco Rossi	
nm6815189	Martin W. Payne	
nm0490235	Luigi Latini de Marchi	
nm0473154	Gernot Krää	
nm0219132	Armand Denis	
nm0127294	Wolfgang Büld	
nm0179856	Yann Coridian	
nm3196892	Elsa Marpeau	
nm6694271	Gabriel Omri Loukas	
nm0950683	Sheng-Yu Hsu	
nm5169309	Wesley Skelly	
nm0646316	Yuriy Olesha	
nm6267251	Marion Séclin	
nm0436770	Tatsumi Kumashiro	
nm0243563	Lisandro Duque Naranjo	
nm0047334	Joseph A. Bailey	
nm0532385	Josef Mach	
nm2554837	Anna Bowers	
nm0215491	Michel del Castillo	
nm0324264	Tom Godwin	
nm1618279	Armin Prediger	
nm2452107	Jesse Joyce	
nm0237319	Jan Drda	
nm0258268	Richard Epcar	
nm0297157	Thomas A. Fucci	
nm3532992	Jason Sheedy	
nm3593780	David Reed	
nm0367943	Naoko Hasegawa	
nm0227704	Paul Dini	
nm0488608	Manuel Torres	
nm0506718	Eric Lewald	
nm1173520	Dean Widenmann	
nm1953143	Steven M. Smith	
nm0961577	Frank Pugliese	
nm1074124	Ron Nelson	
nm10581811	Arthur Brooke	
nm3529400	Martin Douaire	
nm0692652	Toby Poser	
nm0430053	Kate Jordan	
nm2542268	Yoshirō Tsuji	
nm0411151	Yōjirō Ishizaka	
nm3451314	Andy Peters	
nm0751828	Erzhan Rustembekov	
nm3428843	Al Carretta	
nm0049617	Alfonso Balcázar	
nm1029960	Todd Harthan	
nm0179952	William Corlett	
nm0540632	Hector Malot	
nm2980489	Scott Parisien	
nm0410707	Philippe Isard	
nm0717798	Hans Reimann	
nm0971187	Pancho Rodríguez	
nm0101038	Charles R. Bowers	
nm0416116	Tariq Jalil	
nm0860650	Robert C. Thompson	
nm5149866	Keith Akushie	
nm0535751	Sergio Magaña Hidalgo	
nm0483776	Martin Lamotte	
nm0119151	Marge	
nm0796875	Josh Siegal	
nm7011791	Prathiksha Srinivasan	
nm1635526	Alexander Buzo	
nm2596576	Reshu Nath	
nm1893182	Emilio Ruiz Barrachina	
nm0610038	Alain Moury	
nm1941022	Leigh Scott	
nm0940083	William Wood	
nm0767278	Courtenay Savage	
nm0080576	Roberto Bianchi Montero	
nm9308012	Jason Concepcion	
nm0952502	Jorge Zamacona	
nm0147053	Joseph C. Cavella	
nm1143319	Dan Dietz	
nm3351466	Nicolas Tackian	
nm1280640	Luiz Noronha	
nm10305246	Aleksandr Noskov	
nm1123546	Auguste de Villiers de L'Isle-Adam	
nm4212091	Kirk A. Moore	
nm0244335	Iqbal Durrani	
nm0696078	Eugene Wiley Presbrey	
nm1376388	Juan Schnitman	
nm1213121	Makoto Hojo	
nm0715142	Ramón Gómez Redondo	
nm0350581	Miklós Györffy	
nm0180596	Billiam Coronel	
nm0032580	Carla Apuzzo	
nm0743690	Michael Ross	
nm2925042	Edmund Yeo	
nm0119038	Horst Budjuhn	
nm3240563	Deanna Dewey	
nm0858657	Craig Thomas	
nm2466989	Crispin Sadler	
nm0104355	Houston Branch	
nm5906260	Nick Edwards	
nm0698095	Georgia Pritchett	
nm0029331	Toyohiro Andô	
nm1166804	Hiroyuki Owaku	
nm0517786	Charles Logue	
nm0408645	Carlo Infascelli	
nm0262061	Ray Etheridge	
nm1308341	Christopher Gagosz	
nm0765485	Hank Saroyan	
nm9150785	Hirokazu Fuse	
nm1461945	Kevin Burke	
nm0509887	Luis Ligero	
nm1777773	Nicole Jefferson Asher	
nm1635102	Gareth McLean	
nm2741248	Ben Avishai	
nm0314783	Dita Guery	
nm0794518	Isao Shizuya	
nm0866707	Yoshiyuki Tomino	
nm0680226	Arthur Phillips	
nm1754690	Kenn Viselman	
nm0310802	Piergiorgio Gay	
nm0762561	Gerald Sanford	
nm0742524	Bob Rosenfarb	
nm0110782	Robert Stephen Brode	
nm0856056	Paul Terry	
nm0124044	Christel Buschmann	
nm2356525	Dan Lagana	
nm0270852	István Fekete	
nm0638139	Vesa Nuotio	
nm0034592	John Argyle	
nm0349953	Robert Guza Jr.	
nm1738776	Alec Michod	
nm0437900	Hal Kanter	
nm0904729	Manuel Vázquez Montalbán	
nm7886155	Olivia Grace	
nm3622585	Keiichirô Ôchi	
nm0267976	Ralph Farquhar	
nm0883570	Carlos Valdemar	
nm0953673	George Zateslo	
nm2504482	Sandra J. Philipson	
nm0407111	José Manuel Iglesias	
nm2734458	Marine Rambach	
nm0260870	Jane Espenson	
nm2954373	Gregory Burke	'71, 7 Days in Entebbe
nm0147251	Beverly Sebastian	'Gator Bait, Flash and the Firecat, The Hitchhikers
nm6610468	Cheng-Da Lu	10+10
nm15606441	Aleksandr Novototsky	12
nm2110341	Erich Sturm	14 Minutes from Earth
nm4930666	Pierre-Emmanuel Le Goff	16 Sunrises
nm0000004	John Belushi	1941, National Lampoon's Animal House, The Blues Brothers
nm15702190	Victor Dryere	1974: La posesión de Altair
nm0108447	Manon Briand	2 Seconds
nm1178113	Mania Akbari	20 Fingers, One 2 One
nm0838374	Tim Sullivan	2001 Maniacs, Chillerama, Detroit Rock City, Scrooged
nm0000040	Stanley Kubrick	2001: A Space Odyssey, A Clockwork Orange, Barry Lyndon, Full Metal Jacket
nm15569906	Lee Si Myung	2009: Lost Memories
nm0939182	Wong Kar-Wai	2046, Chungking Express, In the Mood for Love, The Grandmaster
nm0901038	Christopher Vogler	2067, The Lion King
nm0045209	Michael Bacall	21 Jump Street, Death Proof, Inglourious Basterds, Scott Pilgrim vs. the World
nm0246159	Nana Dzhordzhadze	27 Missing Kisses, A Chef in Love
nm6017536	Sean P. Hale	5 Headed Shark Attack, Godzilla
nm2924053	Mark Pallis	50 Kisses
nm0822101	Glenn Standring	6 Days, Perfect Creature, The Dead Lands, Truth About Demons
nm1515311	Juan Carlos Maneglia	7 Boxes, The Gold Seekers
nm3637465	Gürsel Korat	7 Husbands for Hurmuz
nm0000436	Curtis Hanson	8 Mile, In Her Shoes, L.A. Confidential, The Hand That Rocks the Cradle
nm0949796	Lance Young	8 Seconds, Bliss, E.T. the Extra-Terrestrial
nm0152145	Georges Chaperot	A Cage of Nightingales, The Chorus
nm0937386	Burton Wohl	A Cold Wind in August, Rio Lobo, The Third Day
nm0893659	Gore Verbinski	A Cure for Wellness, Pirates of the Caribbean: The Curse of the Black Pearl, Rango, The Lone Ranger
nm1553775	Crispian Mills	A Fantastic Fear of Everything, Rogue Trader, Slaughterhouse Rulez
nm0525742	Wolfgang Lukschy	A Fistful of Dollars, Gone with the Wind, Notorious, The African Queen
nm1570493	Michael Dounaev	A Good Woman, Match Point, Rescue Dawn, Survival Island
nm0107288	Frederick Hazlitt Brennan	A Guy Named Joe, Always, The Big Broadcast of 1938
nm0435079	Josef Kainar	A Midsummer Night's Dream, The Fabulous Baron Munchausen
nm2076099	Hernán Jiménez	A Million Miles Away, Elsewhere, Love Hard
nm0687751	Rodrigo Plá	A Monster with a Thousand Heads, The Other Tom, The Zone
nm0072746	Trevor Bentham	A Month by the Lake
nm1602186	Thomas Lefler	A More Perfect Union: America Becomes a Nation, Napoleon Dynamite, Unicorn City
nm0031026	Tony Anthony	A Stranger in Town, Blindman, Get Mean, Treasure of the Four Crowns
nm0787238	Paul Shaffer	A Very Murray Christmas, Eraser, Hercules, This Is Spinal Tap
nm0082366	Anna Biller	A Visit from the Incubus, The Love Witch, Three Examples of Myself as Queen, Viva
nm2036500	Fernando Coimbra	A Wolf at the Door, Sand Castle
nm1705857	Travis Stevens	A Wounded Fawn, Cheap Thrills, Jodorowsky's Dune, Secretary
nm0253913	Mahesh Elkunchwar	Aakrosh, Holi, Party
nm0725439	Dick Rickard	Academy Award Review of Walt Disney Cartoons, Snow White and the Seven Dwarfs
nm3371649	Nik Rabinowitz	Adventures in Zambezia
nm0078798	Joe Besser	Africa Screams, The Desert Hawk
nm0497346	Gypsy Rose Lee	Ali Baba Goes to Town, Belle of the Yukon, Stage Door Canteen
nm1995246	Géraldine Nakache	All That Glitters, Nous York
nm0763705	Marco Santin	All the Moron's Men, Anplagghed al cinema
nm5237337	Michael James Johnson	All the Wilderness
nm0276230	Ed Fields	America: The Story of the US, The Men Who Built America
nm9048864	Zhiyong Zhou	American Dreams in China, Crazy Racer
nm0835197	Elizabeth Strout	Amy & Isabelle, Olive Kitteridge
nm0591486	Vincente Minnelli	An American in Paris, Gigi, The Bad and the Beautiful, Ziegfeld Follies
nm0513500	Daniel Lipman	An Early Frost
nm0258390	Jack Epps Jr.	Anaconda, Dick Tracy, Top Gun, Top Gun: Maverick
nm0003470	Jack Haigis	Analyze That, Cement, Joy Road, Shakedown
nm1807041	Hyder	Anjaneyulu
nm0023597	Karin Alvtegen-Lundberg	Appearances, The Threat
nm1323362	Maksim Kurochkin	Atomic Ivan, Korotkoe zamykanie, Nevalyashka
nm2877888	Jeremy M. Inman	Avengers Grimm, Monster Hunters, Sinister Squad, Super Hero Party Clown
nm1618136	Jerami Cruise	Avengers: Endgame, Black Panther, Captain Marvel, Star Trek Beyond
nm0075859	Ted Berman	Bedknobs and Broomsticks, The Black Cauldron, The Fox and the Hound, The Rescuers
nm4449721	Luciano Stella	Cinderella the Cat, L'arte della felicità, Nostalgia
nm0388366	Hunt Hoe	1st Bite
nm0223754	Vince Di Clemente	2001: A Space Travesty, The Lost World
nm1446773	Jeffrey K. Miller	3 Backyards, King Corn
nm0958424	George Zuckerman	99 River Street, The Tarnished Angels, Written on the Wind
nm0539942	Miles Malleson	A Christmas Carol, Kind Hearts and Coronets, The Hound of the Baskervilles, The Importance of Being Earnest
nm1240326	W. Bruce Cameron	A Dog's Journey, A Dog's Purpose, A Dog's Way Home, Muffin Top: A Love Story
nm4388001	Frank Nappi	A Mile in His Shoes
nm0114976	Chris Browne	A Perfect Getaway, Third World Cop
nm0001053	Ethan Coen	A Serious Man, Fargo, Inside Llewyn Davis, The Ballad of Buster Scruggs
nm0009766	Marcel Achard	A Shot in the Dark, Spartacus
nm0834939	John Strong	A Show of Force, Game of Death, Steele Justice
nm3082897	Musa Syeed	A Stray, Menashe
nm0269465	Robert Favreau	A Sunday in Kigali
nm5465383	Sebastian Dinwiddie	A Talking Pony!?!
nm2616240	Jesús Gil Vilda	A puerta fría, Bienvenido a Farewell-Gutmann
nm4482833	Anghel Damian	Acasa, My Home
nm2358779	Jeff Sank	Ace Ventura: Pet Detective Jr.
nm0382054	Jon Hewitt	Acolytes
nm1829796	Jeff Cox	Adult Beginners, Blades of Glory
nm3595596	Seo Jung Kim	Adventure Time, Summer Wars
nm3664961	Dawid Janicki	Adventures of a Mathematician, Broad Peak
nm0792605	Vincent Sherman	Affair in Trinidad, All Through the Night, Counsellor at Law, Underground
nm2138232	Mike Conda	African Story
nm0564387	Rod McBrien	After School, Club Fed, The January Man
nm1062693	Tohru Mutaguchi	Agent Aika, Ruin Explorers
nm4011909	Takumi Nagayasu	Ai to makoto, Doctor Mack, Oniwaban
nm0958387	Jerry Zucker	Airplane!, Ghost, Top Secret!
nm0000720	Jim Abrahams	Airplane!, Hot Shots!, Top Secret!
nm0633730	Keiko Nobumoto	Akira, Cowboy Bebop: The Movie - Knockin' on Heaven's Door, Tokyo Godfathers
nm2481272	Antoine Galland	Aladdin
nm5558152	Mahesh Gopal	Alamaara
nm0695881	Gabriella Prekop	Albert Nobbs, Meeting Venus, Sunshine
nm0214526	Frank Deford	Alex: The Life of a Child, Everybody's All-American
nm0140562	Elaine S. Carrington	Alibi
nm0378256	Bruce Henstell	Alice Goodbody, Hard Times, The Candy Snatchers
nm0905586	Louise Wadley	All About E
nm0368409	Ingo Klier	All Quiet on the Western Front, Suspiria, The Fifth Estate
nm0909429	Willem Wallyn	All of Us
nm0004466	E.V.V. Satyanarayana	Alluda Majaaka!, Hello Brother
nm6261834	Kira Hoover	Almost Holy, Blood Brother, Promising Young Woman
nm5534715	Xavi Prat	American Jesus, An American Satan
nm4240899	Ofu Obekpa	American Made, Captain America: Civil War, Klippers
nm7583733	Juan Recacoechea	American Visa
nm1921070	Steve B. Harris	Amityville: The Awakening, Night Skies
nm0340540	Clifford Grey	Amélie, Gosford Park, Licorice Pizza, Wonder Woman
nm0777150	Arthur Schwartz	Amélie, Cocoon, Thank Your Lucky Stars, The Band Wagon
nm0735083	César Rodrigues	An Extremely Nutty Teacher
nm2161303	Philip Salvatti	An Ox's Tale: The John Entwistle Story, The Seventh Sign
nm0534613	Lee Madden	Angel Unchained, Hell's Angels '69, Night Creature, The Manhandlers
nm2208323	René van 't Erve	Angst, Pretpark Nederland
nm0513974	Steven Lisberger	Animalympics, Tron, Tron: Legacy
nm0309959	Giuseppe M. Gaudino	Anna
nm9445831	Vivek Athreya	Ante Sundharaniki, Brochevarevarura
nm1193346	Sean Ellis	Anthropoid, Metro Manila
nm0202036	Peter Daskaloff	Antidote
nm8698834	Da-Young Kim	Antique, The Truth Beneath
nm1811127	Joel Potrykus	Ape, Buzzard, Relaxer, The Alchemist Cookbook
nm1743855	Phil Samson	Aqua Teen Hunger Force Colon Movie Film for Theaters, Final Deployment 4: Queen Battle Walkthrough
nm2134537	David Färdmar	Are We Lost Forever
nm4893735	Yinuo Wang	Are You Lonesome Tonight?, Chinese Puzzle
nm3404187	John McKenna	Arsène Wenger: Invincible, Finding Jack Charlton, Steve McQueen: The Man & Le Mans
nm0498294	Stewart Lee	Arthur Christmas
nm0235719	John Erick Dowdle	As Above, So Below, No Escape, Quarantine
nm3277995	Joshua Overbay	As It Is in Heaven
nm0452487	Chris Kiely	As Time Goes by, Future Schlock
nm0819045	Tony Spiridakis	Ash Tuesday
nm4208926	Bernard Selling	Astro
nm2421815	Karl-Ludwig Schröder	Atlantis
nm3136017	Martin Borell	Attack the Block, Kick-Ass, The French Dispatch, The Zero Theorem
nm7058256	Beth Jones	Attenborough's Wonder of Song
nm0366337	James V. Hart	August Rush, Dracula, Hook, Muppet Treasure Island
nm0006631	Anthony Foutz	Avalanche Express, Never Too Young to Die
nm5052969	Akom Tidwell	Bad Blood: The Movie, The Demon's Rook
nm7816195	Nagnath S. Inamdar	Bajirao Mastani
nm0828945	Guy Stevenson	Balls of Fury, Elizabethtown
nm0524900	Dariela Ludlow Deloya	Bandidas, The Air I Breathe, Un día menos
nm0214659	Brian Degas	Barbarella, Danger: Diabolik
nm1119609	Don D. Scott	Barbershop, Let It Shine
nm3481324	Kris Fogel	Barbie & Her Sisters in a Puppy Chase, Barbie: Star Light Adventure, Brüno, Max Steel
nm6515783	Lawrence John	Barkhaa
nm3035044	Jirô Taniguchi	Barren Illusions, The Summit of the Gods
nm0843514	Lucinda Syson	Batman Begins, Children of Men, Kick-Ass, Wonder Woman
nm0245683	Anne Dyer	Battle Beyond the Stars
nm1822968	Zoey Martinson	Beasts of No Nation
nm0552092	Chuck Martin	Bee Movie
nm0393861	Valentine Hooven	Beefcake
nm0309691	John Gatins	Big Fat Liar, Flight, Norbit, Real Steel
nm0689187	Michael Polish	Big Sur, Jackpot, Northfork, Twin Falls Idaho
nm2103883	Curt Wootton	Bigfoot the Movie
nm0297813	Jiro Fujishima	Black Cat Mansion
nm2320332	John Orrichio	Black Ribbon
nm2838555	Anthony Woodley	Black Widow, Casino Royale, Spectre, The Carrier
nm1015634	Nikki Sixx	Blue Beetle, Charlie's Angels, Shoot 'Em Up, The Dirt
nm2318689	Matthew Reilly	Blue World Order, Interceptor
nm2724903	Peter Verhelst	Blush
nm2690374	Marie-Sissi Labrèche	Borderline
nm2293950	Ron MacCloskey	Boris Karloff: The Man Behind the Monster
nm2351920	Vicky Jewson	Born of War, Close
nm1480735	David Brant	Broken Star
nm0597526	Jeff Monahan	Bruiser, Corpsing, Last Flag Flying, Lone Star
nm0457108	Mark Kis-Szabo	Budapest Heist
nm1160792	Los Tigres del Norte	Bug, Harsh Times, McFarland, USA
nm10950558	Egerton Ryerson Young	Call of the Wild, The Call of the Wild
nm0661613	Reine-Marie Paris	Camille Claudel
nm0171917	James F. Collier	Caught, China Cry: A True Story
nm0680250	Bill Phillips	Christine, El Diablo, Physical Evidence, There Goes the Neighborhood
nm0291124	Gilbert Frankau	Christopher Strong
nm5062550	Guilherme Zanella	Cidades Fantasmas
nm0387025	Ken Hixon	City by the Sea, Mr. Mom, Welcome to the Rileys
nm0176689	Gerry Conway	Conan the Destroyer
nm0720287	John Resko	Convicts 4
nm0927962	Luk Wyns	Crimi Clowns: De Movie
nm2974384	Hong Won-chan	Deliver Us from Evil, Office, The Chaser
nm0529290	Rolf Lyssy	Die Schweizermacher
nm1334483	Jacky Katu	Do Me Love
nm0000853	Bruno Barreto	Dona Flor and Her Two Husbands, Four Days in September, Reaching for the Moon
nm0001527	Elizabeth McGovern	Downton Abbey, Ordinary People, Ragtime, The Handmaid's Tale
nm0309307	Kyle Gass	Elf, Tenacious D in the Pick of Destiny, The Cable Guy
nm0015085	Kazuki Akane	Escaflowne: The Movie
nm15594997	Cha Ju-Han	A Blood Pledge: Broken Promise, A Melody to Remember
nm15634821	Alex Ranarivelo	A Christmas Mystery
nm0187041	Richard Cray	A Christmas Wedding, Belle's Magical World, Mickey's Once Upon a Christmas
nm0121256	Anthony Burgess	A Clockwork Orange, Cyrano de Bergerac, Quest for Fire, Vinyl
nm4710432	Patrick Ness	A Monster Calls, Chaos Walking
nm1394444	Yasuyuki Muto	Afro Samurai: Resurrection, Mobile Suit Gundam: Hathaway
nm1840844	Brian Cavallaro	Against the Night, Panama, The Last Movie Star
nm0947899	Valentin Yezhov	Ajooba, Ballad of a Soldier, White Sun of the Desert
nm0644420	Mortimer Offner	Alice Adams, Sylvia Scarlett
nm2643445	Martin Wrench	American Burger
nm0716366	David Regal	Angel of Mine
nm0024887	Santiago Amigorena	Another Silence, Quelques jours en septembre, Upside Down
nm1584948	Ji-hie Eun	Arahan
nm0349777	Ozan Güven	Arif V 216, G.O.R.A., My Mother's Wound
nm0274081	Graziano Ferrari	Ask Me If I'm Happy
nm3168065	Ibán Roca	Atolladero, The Aviators
nm2985952	Antony Johnston	Atomic Blonde
nm0486999	François de Lannurien	Baba Yaga, Le complot, Themroc
nm0668551	Bárbara Paz	Babenco: Tell Me When I Die, My Hindu Friend
nm0370328	Lowell S. Hawley	Babes in Toyland, Swiss Family Robinson, The Adventures of Bullwhip Griffin
nm0695463	Hugo Pratt	Bad Blood
nm0395327	Steven Horowitz	Bad Medicine
nm1165501	Prakash Kapadia	Bajirao Mastani, Devdas, Gangubai Kathiawadi, Tanhaji: The Unsung Warrior
nm9844956	Guntis Berelis	Baltic Tribes
nm0092044	Dieter Bohlen	Bang Boom Bang - Ein todsicheres Ding, Daniel the Wizard
nm0671862	Roger Vadim	Barbarella, Into the Night, The Game Is Over
nm0876261	Mark Tuit	Barnone
nm2667381	Rupert Bryan	Baseline
nm1131680	James Tucker	Batman: The Killing Joke
nm3486401	Paul Gerrard	Battle Los Angeles, Dungeons & Dragons: Honor Among Thieves, Robin Hood, The Stranger
nm0725407	Blair Richwood	Beaches, Overboard, Pretty Woman, What About Bob?
nm0176553	Steven Paul Contreras	Beasties
nm0207305	Jeanne-Marie Leprince de Beaumont	Beauty and the Beast
nm0449805	Sophie Kerr	Beauty's Worth, Big Hearted Herbert
nm3174307	Wolfram Fleischhauer	Bedbugs, Muxmäuschenstill, The Silent Forest
nm13407980	Ahda Imran	Before, Now & Then
nm10695283	Taras Kostanchuk	Beshoot
nm3598222	Vikram Dasgupta	Beyond Moving
nm0489620	Alex Lasker	Beyond Rangoon, Firefox, Tears of the Sun
nm1814057	Megan Brown Martinez	Beyond a Reasonable Doubt, Game of Death, Mortal Kombat: Conquest, Mr. Brooks
nm5039903	Ryan Ramos	Bigfoot's Wild Weekend
nm1532153	Alexander Kronemer	Bilal: A New Breed of Hero, Prince Among Slaves
nm7017072	Ibragim Magomedov	Billion, Pyatnitsa
nm5969735	Tomohiro Ôtoshi	Bitter Sweet
nm0366708	Robert Hartford-Davis	Black Gunn, Gonks Go Beat, School for Unclaimed Girls, The Sandwich Man
nm2158185	Alexander Talal	Black Lightning, Day Watch
nm0114297	Mike Brown	Black Lolita
nm3865402	Samuel Perriard	Black Panther
nm1425937	Fabrizio Ruggirello	Black Souls
nm0920472	Win Wells	Bloodbath, The Call of the Wild, The Greek Tycoon
nm0541448	Cesare Mancini	Bloody Pit of Horror, Fearless, The Valiant
nm0410573	Susan Isaacs	Blue Like Jazz, Planes, Trains & Automobiles, Scrooged, The War of the Roses
nm0796504	Siddique	Bodyguard, Hera Pheri, Kaavalan
nm6504207	Don Millar	Botero
nm0601619	Michael Moore	Bowling for Columbine, Fahrenheit 9/11, Sicko, Where to Invade Next
nm0700760	Steve Purcell	Brave, Incredibles 2, Ratatouille, Toy Story That Time Forgot
nm0000681	Vince Vaughn	Brawl in Cell Block 99, Couples Retreat, The Break-Up, Wedding Crashers
nm0936090	Tim Winton	Breath, Dirt Music
nm0536421	Pierre Magny	Brick Mansions, Highlander: The Final Dimension, Upside Down
nm11686637	Pawel Rymarz	Broad Peak
nm0087581	Michael Blankfort	Broken Arrow, Flight Lieutenant, Halls of Montezuma, The Caine Mutiny
nm0213434	Sergey Debizhev	Brother, The Golden Mean
nm0856489	Giovanni Testori	Bubù, Rocco and His Brothers
nm2949668	Stephen Kinigopoulos	Bullet to the Head, Fishbowl
nm3951225	Ben Parker	Burial, Girl on the Third Floor, The Chamber
nm0442237	Paul A. Kaufman	Butter, Magic Beyond Words: The J.K. Rowling Story
nm0147144	François Caviglioli	By the Pricking of My Thumbs, Mercredi, folle journée!
nm0438226	Deborah Kaplan	Can't Hardly Wait, Josie and the Pussycats, Surviving Christmas
nm0568180	Neal McDonough	Captain America: The First Avenger, Minority Report, The Guardian
nm3690965	Reinhard Denke	Captive
nm11918414	Concha Espina	Car Crash
