DIRECTORID|NAME|RESPOSTA|STATUS
nm0357355|Hiroshi Hamasaki|"{""IMDb_ID"":""nm0357355"",""Name"":""HIROSHI HAMASAKI"",""Birthday"":""1967-00-00"",""Gender"":""MALE"",""Race"":""ASIAN"",""Nationality"":""JPN"",""Birthplace"":""JAPAN"",""Religion"":""UNKNOWN"",""Ethnicity"":""JAPANESE""}"|success
nm4061495|Spookie Daly|"{""IMDb_ID"":""nm4061495"",""Name"":""SPOOKIE DALY"",""Birthday"":""0000-00-00"",""Gender"":""UNKNOWN"",""Race"":""UNKNOWN"",""Nationality"":""UNK"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""UNK Nown""}"|success
nm0359387|John Lee Hancock|"{""IMDb_ID"":""nm0359387"",""Name"":""JOHN LEE HANCOCK"",""Birthday"":""1956-06-15"",""Gender"":""MALE"",""Race"":""WHITE"",""Nationality"":""USA"",""Birthplace"":""LONGVIEW, TEXAS, USA"",""Religion"":""CHRISTIANITY - CATHOLIC"",""Ethnicity"":""AMERICAN OF ENGLISH DESCENT""}"|success
nm3156139|David Mikalson|"{""IMDb_ID"":""nm3156139"",""Name"":""DAVID MIKALSON"",""Birthday"":""0000-00-00"",""Gender"":""UNKNOWN"",""Race"":""UNKNOWN"",""Nationality"":""UNK"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""UNK Nó Wn""}"|success
nm2461642|Mike Ramsdell|"{""IMDb_ID"":""nm2461642"",""Name"":""MIKE RAMSDELL"",""Birthday"":""0000-00-00"",""Gender"":""MALE"",""Race"":""UNKNOWN"",""Nationality"":""U NK"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""UNKNOWN""}"|success
nm0293659|Paul Frees|"{""IMDb_ID"":""nm0293659"",""Name"":""PAUL FREES"",""Birthday"":""1920-06-22"",""Gender"":""MALE"",""Race"":""WHITE"",""Nationality"":""USA"",""Birthplace"":""CHICAGO, ILLINOIS, USA"",""Religion"":""UNKNOWN"",""Ethnicity"":""ASHKENAZI JEWISH-AMERICAN""}"|success
nm0837418|Eizô Sugawa|"{""IMDb_ID"":""nm0837418"",""Name"":""EIZO SUGAWA"",""Birthday"":""1929-07-22"",""Gender"":""MALE"",""Race"":""ASIAN"",""Nationality"":""JPN"",""Birthplace"":""TOKYO, TOKYO, JPN"",""Religion"":""UNKNOWN"",""Ethnicity"":""JAPANESE""}"|success
nm2381911|Jason Lew|"{""IMDb_ID"":""nm2381911"",""Name"":""JASON LEW"",""Birthday"":""0000-00-00"",""Gender"":""MALE"",""Race"":""UNKNOWN"",""Nationality"":""USA"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""UNKNOWN""}"|success
nm3235271|Daniel Lafrentz|"{""IMDb_ID"":""nm3235271"",""Name"":""DANIEL LAFRENTZ"",""Birthday"":""0000-00-00"",""Gender"":""UNKNOWN"",""Race"":""UNKNOWN"",""Nationality"":""UNK"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""UNKNOWN""}"|success
nm0674261|David Perlov|"{""IMDb_ID"":""nm0674261"",""Name"":""DAVID PERLOV"",""Birthday"":""1930-03-12"",""Gender"":""MALE"",""Race"":""WHITE"",""Nationality"":""ISR"",""Birthplace"":""RIO DE JANEIRO, RIO DE JANEIRO, BRA"",""Religion"":""JUDAISM"",""Ethnicity"":""ASHKENAZI JEWISH-BRAZILIAN""}"|success
nm3711265|Nicholas J. Polizzi|"{""IMDb_ID"":""nm3711265"",""Name"":""NICHOLAS J. POLIZZI"",""Birthday"":""0000-00-00"",""Gender"":""MALE"",""Race"":""WHITE"",""Nationality"":""USA"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""ITALIAN-AMERICAN""}"|success
nm0296196|Keith Froelich|"{""IMDb_ID"":""nm0296196"",""Name"":""KEITH FROELICH"",""Birthday"":""0000-00-00"",""Gender"":""MALE"",""Race"":""WHITE"",""Nationality"":""USA"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""UNKNOWN""}"|success
nm0956085|Daniel Ziegler|"{""IMDb_ID"":""nm0956085"",""Name"":""DANIEL ZIEGLER"",""Birthday"":""0000-00-00"",""Gender"":""UNKNOWN"",""Race"":""WHITE"",""Nationality"":""UNK"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""UNKNOWN""}"|success
nm3292852|Stephanie Wang-Breal|"{""IMDb_ID"":""nm3292852"",""Name"":""STEPHANIE WANG-BREAL"",""Birthday"":""0000-00-00"",""Gender"":""FEMALE"",""Race"":""ASIAN"",""Nationality"":""USA"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""CHINESE-AMERICAN""}"|success
nm1256125|Stefan Berg|"{""IMDb_ID"":""nm1256125"",""Name"":""STEFAN BERG"",""Birthday"":""0000-00-00"",""Gender"":""MALE"",""Race"":""WHITE"",""Nationality"":""SWE"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""SWEDISH""}"|success
nm2840642|Thomas Aske Berg|"{""IMDb_ID"":""nm2840642"",""Name"":""THOMAS ASKE BERG"",""Birthday"":""1980-00-00"",""Gender"":""MALE"",""Race"":""MIXED-RACE"",""Nationality"":""NOR"",""Birthplace"":""UNKNOWN"",""Religion"":""MULTIPLE BELONGINGS"",""Ethnicity"":""Mix ED EUROPEAN ANCESTRY""}"|success
nm1046328|Oh Ki-hwan|"{""IMDb_ID"":""nm1046328"",""Name"":""OH KI-HWAN"",""Birthday"":""1976-07-04"",""Gender"":""MALE"",""Race"":""ASIAN"",""Nationality"":""KOR"",""Birthplace"":""SEOUL, KOR"",""Religion"":""UNKNOWN"",""Ethnicity"":""KOR EAN""}"|success
nm1747652|People of Iraq|"{""IMDb_ID"":""nm1747652"",""Name"":""PEOPLE OF IRAQ"",""Birthday"":""0000-00-00"",""Gender"":""UNKNOWN"",""Race"":""UNKNOWN"",""Nationality"":""IRQ"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""IRAQI""}"|success
nm1488351|Balázs Simonyi|"{""IMDb_ID"":""nm1488351"",""Name"":""BALAZS SIMONYI"",""Birthday"":""0000-00-00"",""Gender"":""MALE"",""Race"":""WHITE"",""Nationality"":""HUN"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""HUNGARIAN""}"|success
nm0890626|Hermann Vaske|"{""IMDb_ID"":""nm0890626"",""Name"":""HERMANN VASKE"",""Birthday"":""1956-00-00"",""Gender"":""MALE"",""Race"":""WHITE"",""Nationality"":""DEU"",""Birthplace"":""GERMANY"",""Religion"":""UNKNOWN"",""Ethnicity"":""GERMAN""}"|success
nm3040856|Miguel Ángel Jiménez|"{""IMDb_ID"":""nm3040856"",""Name"":""MIGUEL ANGEL JIMENEZ"",""Birthday"":""0000-00-00"",""Gender"":""MALE"",""Race"":""WHITE"",""Nationality"":""ESP"",""Birthplace"":""UNKNOWN"",""Religion"":""ISLAM"",""Ethnicity"":""UNKNOWN""}"|success
nm3363700|Matthias Günter|"{""IMDb_ID"":""nm3363700"",""Name"":""MATTHIAS GUNTER"",""Birthday"":""0000-00-00"",""Gender"":""MALE"",""Race"":""WHITE"",""Nationality"":""DEU"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""GERMAN""}"|success
nm2957933|Will Hood|"{""IMDb_ID"":""nm2957933"",""Name"":""WILL HOOD"",""Birthday"":""0000-00-00"",""Gender"":""UNKNOWN"",""Race"":""UNKNOWN"",""Nationality"":""UNK"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""UNKNOWN""}"|success
nm3737504|Kiah Roache-Turner|"{""IMDb_ID"":""nm3737504"",""Name"":""KIAH ROACHE-TURNER"",""Birthday"":""0000-00-00"",""Gender"":""MALE"",""Race"":""WHITE"",""Nationality"":""AUS"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""AUSTRALIAN""}"|success
nm0316021|Xavier Giacometti|"{""IMDb_ID"":""nm0316021"",""Name"":""XAVIER GIACOMETTI"",""Birthday"":""0000-00-00"",""Gender"":""MALE"",""Race"":""WHITE"",""Nationality"":""FRA"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""FRENCH""}"|success
nm11743055|Beth Hanna|"{""IMDb_ID"":""nm11743055"",""Name"":""BETH HANNA"",""Birthday"":""0000-00-00"",""Gender"":""UNKNOWN"",""Race"":""WHITE"",""Nationality"":""USA"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""UNKNOWN""}"|success
nm0003085|Alan Roberts|"{""IMDb_ID"":""nm0003085"",""Name"":""ALAN ROBERTS"",""Birthday"":""0000-00-00"",""Gender"":""MALE"",""Race"":""WHITE"",""Nationality"":""USA"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""UNKNOWN""}"|success
nm2350793|Tom Cook|"{""IMDb_ID"":""nm2350793"",""Name"":""TOM COOK"",""Birthday"":""0000-00-00"",""Gender"":""MALE"",""Race"":""UNKNOWN"",""Nationality"":""UNK"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""UNKNOWN""}"|success
nm2226412|Antony Butts|"{""IMDb_ID"":""nm2226412"",""Name"":""ANTONY BUTTS"",""Birthday"":""0000-00-00"",""Gender"":""MALE"",""Race"":""MIXED-RACE"",""Nationality"":""gBR"",""Birthplace"":""uNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""UNKNOWN""}"|success
nm0909436|Sigurd Wallén|"{""IMDb_ID"":""nm0909436"",""Name"":""SIGURD WALLEN"",""Birthday"":""1884-09-14"",""Gender"":""MALE"",""Race"":""WHITE"",""Nationality"":""SWE"",""Birthplace"":""STOCKHOLM, STOCKHOLM, SWE"",""Religion"":""CHRISTIANITY - PROTESTANT"",""Ethnicity"":""SWEDISH""}"|success
nm3623771|Michael Henry|"{""IMDb_ID"":""nm3623771"",""Name"":""MICHAEL HENRY"",""Birthday"":""0000-00-00"",""Gender"":""MALE"",""Race"":""UNKNOWN"",""Nationality"":""UNK"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""UNKNOWN""}"|success
nm5101650|Jason Campbell|"{""IMDb_ID"":""nm5101650"",""Name"":""JASON CAMPBELL"",""Birthday"":""0000-00-00"",""Gender"":""MALE"",""Race"":""UNKNOWN"",""Nationality"":""U NK"",""Birthplace"":""UNK NOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""U Nk Nown""}"|success
nm0827767|Leonard Stern|"{""IMDb_ID"":""nm0827767"",""Name"":""LEONARD STERN"",""Birthday"":""1923-12-23"",""Gender"":""MALE"",""Race"":""WHITE"",""Nationality"":""USA"",""Birthplace"":""NEW YORK CITY, NEW YORK, USA"",""Religion"":""JUDAISM"",""Ethnicity"":""ASHKENAZI JEWISH""}"|success
nm3502953|Michel K. Parandi|"{""IMDb_ID"":""nm3502953"",""Name"":""MICHEL K. PARANDI"",""Birthday"":""0000-00-00"",""Gender"":""UNKNOWN"",""Race"":""UNKNOWN"",""Nationality"":""UNK"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""UNKNOWN""}"|success
nm0532385|Josef Mach|"{""IMDb_ID"":""nm0532385"",""Name"":""JOSEF MACH"",""Birthday"":""1909-07-09"",""Gender"":""MALE"",""Race"":""WHITE"",""Nationality"":""CZE"",""Birthplace"":""PRAGUE, BOHEMIA, CZE"",""Religion"":""UNKNOWN"",""Ethnicity"":""CZE Ch""}"|success
nm0448976|Bálint Kenyeres|"{""IMDb_ID"":""nm0448976"",""Name"":""BALINT KENYERES"",""Birthday"":""1975-00-00"",""Gender"":""MALE"",""Race"":""MIXED-RACE"",""Nationality"":""HUN"",""Birthplace"":""BUDAPEST, HUNGARY, HUN"",""Religion"":""CHRISTIANITY - CATHOLIC"",""Ethnicity"":""HUNGARIAN""}"|success
nm0834889|Yale Strom|"{""IMDb_ID"":""nm0834889"",""Name"":""YALE STROM"",""Birthday"":""1957-00-00"",""Gender"":""MALE"",""Race"":""WHITE"",""Nationality"":""USA"",""Birthplace"":""UNKNOWN"",""Religion"":""JUDAISM"",""Ethnicity"":""ASHKENAZI JEWISH""}"|success
nm10598050|Lucas Ferrugem|"{""IMDb_ID"":""nm10598050"",""Name"":""LUCAS FERRUGEM"",""Birthday"":""1997-00-00"",""Gender"":""UNKNOWN"",""Race"":""UNKNOWN"",""Nationality"":""BRA"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""uNK NOWN""}"|success
nm0346079|Roberto Guerra|"{""IMDb_ID"":""nm0346079"",""Name"":""ROBERTO GUERRA"",""Birthday"":""0000-00-00"",""Gender"":""MALE"",""Race"":""WHITE"",""Nationality"":""BRA"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""UNKNOWN""}"|success
nm0630035|Shane Nickerson|"{""IMDb_ID"":""nm0630035"",""Name"":""SHANE NICKERSON"",""Birthday"":""0000-00-00"",""Gender"":""MALE"",""Race"":""WHITE"",""Nationality"":""USA"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""UNKNOWN""}"|success
nm3428843|Al Carretta|"{""IMDb_ID"":""nm3428843"",""Name"":""AL CARRETTA"",""Birthday"":""0000-00-00"",""Gender"":""MALE"",""Race"":""WHITE"",""Nationality"":""UNK"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""UNKNOWN""}"|success
nm11785575|Danielle Winter|"{""IMDb_ID"":""nm11785575"",""Name"":""DANIELLE WINTER"",""Birthday"":""0000-00-00"",""Gender"":""FEMALE"",""Race"":""UNKNOWN"",""Nationality"":""UNK"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""UNKNOWN""}"|success
nm0251409|Torbjörn Ehrnvall|"{""IMDb_ID"":""nm0251409"",""Name"":""TORBJORN EHRNVALL"",""Birthday"":""0000-00-00"",""Gender"":""MALE"",""Race"":""WHITE"",""Nationality"":""SWE"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""SWEDISH""}"|success
nm0705649|Milos 'Misa' Radivojevic|"{""IMDb_ID"":""nm0705649"",""Name"":""MILOS 'MISA' RADIVOJEVIC"",""Birthday"":""0000-00-00"",""Gender"":""UNKNOWN"",""Race"":""UNKNOWN"",""Nationality"":""UNK"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""UNKNOWN""}"|success
nm0394053|Wayne Hope|"{""IMDb_ID"":""nm0394053"",""Name"":""WAYNE HOPE"",""Birthday"":""1964-01-01"",""Gender"":""MALE"",""Race"":""WHITE"",""Nationality"":""AUS"",""Birthplace"":""MELBOURNE, VICTORIA, AUS"",""Religion"":""UNKNOWN"",""Ethnicity"":""AUSTRALIAN""}"|success
nm0790049|Tim Shawcross|"{""IMDb_ID"":""nm0790049"",""Name"":""TIM SHAWCROSS"",""Birthday"":""0000-00-00"",""Gender"":""UNKNOWN"",""Race"":""UNKNOWN"",""Nationality"":""UNK"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""UNKNOWN""}"|success
nm1455058|Ross Lipman|"{""IMDb_ID"":""nm1455058"",""Name"":""ROSS LIPMAN"",""Birthday"":""0000-00-00"",""Gender"":""UNKNOWN"",""Race"":""UNKNOWN"",""Nationality"":""UNK"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""UNK Nows""}"|success
nm4893813|Dawson Doupé|"{""IMDb_ID"":""nm4893813"",""Name"":""DAWSON DOUPE"",""Birthday"":""0000-00-00"",""Gender"":""MALE"",""Race"":""MIXED-RACE"",""Nationality"":""UNK"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""UNKNOWN""}"|success
nm0003611|Uwe Greiner|"{""IMDb_ID"":""nm0003611"",""Name"":""UWE GREINER"",""Birthday"":""0000-00-00"",""Gender"":""MALE"",""Race"":""WHITE"",""Nationality"":""DEU"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""GERMAN""}"|success
nm0881595|Eldor Urazbaev|"{""IMDb_ID"":""nm0881595"",""Name"":""ELDOR URAZBAEV"",""Birthday"":""1935-00-00"",""Gender"":""MALE"",""Race"":""ASIAN"",""Nationality"":""UZB"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""UZBEK""}"|success
nm1141083|Ryan Combs|"{""IMDb_ID"":""nm1141083"",""Name"":""RYAN COMBS"",""Birthday"":""0000-00-00"",""Gender"":""MALE"",""Race"":""UNKNOWN"",""Nationality"":""UNK"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""UNKNOWN""}"|success
nm0297502|Bodo Fürneisen|"{""IMDb_ID"":""nm0297502"",""Name"":""BODO FURNEISEN"",""Birthday"":""0000-00-00"",""Gender"":""MALE"",""Race"":""WHITE"",""Nationality"":""DEU"",""Birthplace"":""UNKNOWN"",""Religion"":""ISLAM"",""Ethnicity"":""GERMAN""}"|success
nm0239298|Jay Dubin|"{""IMDb_ID"":""nm0239298"",""Name"":""JAY DUBIN"",""Birthday"":""0000-00-00"",""Gender"":""MALE"",""Race"":""WHITE"",""Nationality"":""USA"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""UNKNOWN""}"|success
nm0848986|Hideo Tanaka|"{""IMDb_ID"":""nm0848986"",""Name"":""HIDEO TANAKA"",""Birthday"":""0000-00-00"",""Gender"":""MALE"",""Race"":""ASIAN"",""Nationality"":""JPN"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""JAPANESE""}"|success
nm7784730|Geerard Van de Walle|"{""IMDb_ID"":""nm7784730"",""Name"":""GEERARD VAN DE WALLE"",""Birthday"":""0000-00-00"",""Gender"":""MALE"",""Race"":""WHITE"",""Nationality"":""BEL"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""BELGIAN""}"|success
nm1401857|Trent Cooper|"{""IMDb_ID"":""nm1401857"",""Name"":""TRENT COOPER"",""Birthday"":""0000-00-00"",""Gender"":""UNKNOWN"",""Race"":""UNKNOWN"",""Nationality"":""UNK"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""UNK Nо WN""}"|success
nm2837894|Robbie Daymond|"{""IMDb_ID"":""nm2837894"",""Name"":""ROBBIE DAYMOND"",""Birthday"":""1986-08-18"",""Gender"":""MALE"",""Race"":""WHITE"",""Nationality"":""USA"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""AMERICAN""}"|success
nm3338450|Ky Dickens|"{""IMDb_ID"":""nm3338450"",""Name"":""KY DICKENS"",""Birthday"":""0000-00-00"",""Gender"":""FEMALE"",""Race"":""WHITE"",""Nationality"":""USA"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""AMERICAN""}"|success
nm0833191|David Straiton|"{""IMDb_ID"":""nm0833191"",""Name"":""DAVID STRAITON"",""Birthday"":""0000-00-00"",""Gender"":""MALE"",""Race"":""WHITE"",""Nationality"":""USA"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""UNKNOWN""}"|success
nm0505235|Russell Leven|"{""IMDb_ID"":""nm0505235"",""Name"":""RUSSELL LEVEN"",""Birthday"":""0000-00-00"",""Gender"":""MALE"",""Race"":""WHITE"",""Nationality"":""GBR"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""UNKNOWN""}"|success
nm2986450|Andrew Disney|"{""IMDb_ID"":""nm2986450"",""Name"":""ANDREW DISNEY"",""Birthday"":""0000-00-00"",""Gender"":""MALE"",""Race"":""WHITE"",""Nationality"":""USA"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""UNKNOWN""}"|success
nm1665978|Rajeev Jhaveri|"{""IMDb_ID"":""nm1665978"",""Name"":""RAJEEV JHAVERI"",""Birthday"":""0000-00-00"",""Gender"":""UNKNOWN"",""Race"":""UNKNOWN"",""Nationality"":""UNK"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""UNKNOWN""}"|success
nm0004139|Murilo Salles|"{""IMDb_ID"":""nm0004139"",""Name"":""MURILO SALLES"",""Birthday"":""1955-00-00"",""Gender"":""MALE"",""Race"":""WHITE"",""Nationality"":""BRA"",""Birthplace"":""RIO DE JANEIRO, RIO DE JANEIRO, BRA"",""Religion"":""BUDDHISM"",""Ethnicity"":""BRAZILIAN""}"|success
nm0875225|Noriaki Tsuchimoto|"{""IMDb_ID"":""nm0875225"",""Name"":""NORIAKI TSUCHIMOTO"",""Birthday"":""1928-09-11"",""Gender"":""MALE"",""Race"":""ASIAN"",""Nationality"":""JPN"",""Birthplace"":""OSAKA, OSAKA PREFECTURE, JPN"",""Religion"":""NO RELIGION"",""Ethnicity"":""JAPANESE""}"|success
nm0029458|Hélène Angel|"{""IMDb_ID"":""nm0029458"",""Name"":""HELENE ANGEL"",""Birthday"":""1960-07-05"",""Gender"":""FEMALE"",""Race"":""WHITE"",""Nationality"":""FRA"",""Birthplace"":""PARIS, ILE-DE-FRANCE, FRA"",""Religion"":""UNKNOWN"",""Ethnicity"":""FRENCH""}"|success
nm0770257|Christoph Schaub|"{""IMDb_ID"":""nm0770257"",""Name"":""CHRISTOPH SCHAUB"",""Birthday"":""1958-00-00"",""Gender"":""MALE"",""Race"":""WHITE"",""Nationality"":""CHE"",""Birthplace"":""ZURICH, ZURICH, CHE"",""Religion"":""CHRISTIANITY - PROTESTANT"",""Ethnicity"":""SW Iss""}"|success
nm0415658|Olivier Jahan|"{""IMDb_ID"":""nm0415658"",""Name"":""OLIVIER JAHAN"",""Birthday"":""0000-00-00"",""Gender"":""MALE"",""Race"":""WHITE"",""Nationality"":""FRA"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""FR ENCH""}"|success
nm3650433|Jun'ichi Ishikawa|"{""IMDb_ID"":""nm3650433"",""Name"":""JUN'ICHI ISHIKAWA"",""Birthday"":""0000-00-00"",""Gender"":""MALE"",""Race"":""ASIAN"",""Nationality"":""JPN"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""JAPANESE""}"|success
nm0421421|Erik Jensen|"{""IMDb_ID"":""nm0421421"",""Name"":""ERIK JENSEN"",""Birthday"":""0000-00-00"",""Gender"":""MALE"",""Race"":""WHITE"",""Nationality"":""USA"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""UNKNOWN""}"|success
nm0225704|Paul Dickson|"{""IMDb_ID"":""nm0225704"",""Name"":""PAUL DICKSON"",""Birthday"":""0000-00-00"",""Gender"":""UNKNOWN"",""Race"":""UNKNOWN"",""Nationality"":""GBR"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""UNK N O W N""}"|success
nm0109455|Burt Brinckerhoff|"{""IMDb_ID"":""nm0109455"",""Name"":""BURT BRINCKERHOFF"",""Birthday"":""1936-10-25"",""Gender"":""MALE"",""Race"":""WHITE"",""Nationality"":""USA"",""Birthplace"":""NEW YORK CITY, NEW YORK, USA"",""Religion"":""UNKNOWN"",""Ethnicity"":""UNKNOWN""}"|success
nm3526488|Kôichirô Miki|"{""IMDb_ID"":""nm3526488"",""Name"":""KOICHIRO MIKI"",""Birthday"":""0000-00-00"",""Gender"":""MALE"",""Race"":""ASIAN"",""Nationality"":""JPN"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""JAPANESE""}"|success
nm1214875|Hiroshi Ando|"{""IMDb_ID"":""nm1214875"",""Name"":""HIROSHI ANDO"",""Birthday"":""0000-00-00"",""Gender"":""MALE"",""Race"":""ASIAN"",""Nationality"":""Jpn"",""Birthplace"":""Unknown"",""Religion"":""UNKNOWN"",""Ethnicity"":""Ja Pa Ne Se""}"|success
nm0624167|Philip Carr Neel|"{""IMDb_ID"":""nm0624167"",""Name"":""PHILIP CARR NEEL"",""Birthday"":""0000-00-00"",""Gender"":""UNKNOWN"",""Race"":""UNKNOWN"",""Nationality"":""UNK"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""UNKNOWN""}"|success
nm0693561|Alan Poul|"{""IMDb_ID"":""nm0693561"",""Name"":""ALAN POUL"",""Birthday"":""1954-00-00"",""Gender"":""MALE"",""Race"":""WHITE"",""Nationality"":""USA"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""UNKNOWN""}"|success
nm2807761|Dan Schneidkraut|"{""IMDb_ID"":""nm2807761"",""Name"":""DAN SCHNEIDKRAUT"",""Birthday"":""0000-00-00"",""Gender"":""UNKNOWN"",""Race"":""WHITE"",""Nationality"":""UNK"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""UNKNOWN""}"|success
nm0350845|Moacyr Góes|"{""IMDb_ID"":""nm0350845"",""Name"":""MOACYR GOES"",""Birthday"":""1954-00-00"",""Gender"":""MALE"",""Race"":""WHITE"",""Nationality"":""BRA"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""BRAZILIAN""}"|success
nm3118719|Matthew Dyas|"{""IMDb_ID"":""nm3118719"",""Name"":""MATTHEW DYAS"",""Birthday"":""0000-00-00"",""Gender"":""MALE"",""Race"":""UNKNOWN"",""Nationality"":""UNK"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""Uknown""}"|success
nm0767985|Kensaku Sawada|"{""IMDb_ID"":""nm0767985"",""Name"":""KENSAKU SAWADA"",""Birthday"":""1950-03-10"",""Gender"":""MALE"",""Race"":""MIXED-RACE"",""Nationality"":""JPN"",""Birthplace"":""OSAKA, OSAKA PREFECTURE, JPN"",""Religion"":""MULTIPLE BELONGINGS"",""Ethnicity"":""JAPA Nese""}"|success
nm2513694|Yorgos Avgeropoulos|"{""IMDb_ID"":""nm2513694"",""Name"":""YORGOS AVGEROPOULOS"",""Birthday"":""1972-00-00"",""Gender"":""MALE"",""Race"":""WHITE"",""Nationality"":""GRC"",""Birthplace"":""ATHENS, ATTICA, GRC"",""Religion"":""CHRISTIANITY - ORTHODOX"",""Ethnicity"":""GREEK""}"|success
nm0426652|Greg Johnston|"{""IMDb_ID"":""nm0426652"",""Name"":""GREG JOHNSTON"",""Birthday"":""0000-00-00"",""Gender"":""MALE"",""Race"":""WHITE"",""Nationality"":""USA"",""Birthplace"":""UNKNOWN"",""Religion"":""UNKNOWN"",""Ethnicity"":""UNKNOWN""}"|success
nm0343518|Yoram Gross|"{""IMDb_ID"":""nm0343518"",""Name"":""YORAM GROSS"",""Birthday"":""1926-10-18"",""Gender"":""MALE"",""Race"":""WHITE"",""Nationality"":""AUS"",""Birthplace"":""KRAKOW, LESSER POLAND, POL"",""Religion"":""JUDAISM"",""Ethnicity"":""ASH KEN AZI JEW Ish""}"|success
